Date,AveragePrice,Total Volume,4046,4225,Total Bags,Small Bags,type,region
2016-10-30,1.42,107013.58,1991.45,80587.89,21613.02,17160.23,conventional,GrandRapids
2016-10-23,1.72,100904.77,1234.72,64735.86,31813.83,26017.7,conventional,GrandRapids
2016-10-16,1.63,117842.82,1510.9,69625.5,42895.22,38573.86,conventional,GrandRapids
2016-10-09,1.62,116477.56,1531.38,67528.39,44009.12,39395.64,conventional,GrandRapids
2016-10-02,1.6,122091.54,1617.76,67660.2,48646.77,43757.18,conventional,GrandRapids
2016-09-25,1.55,137599.07,2757.72,75047.32,55079.14,47569.38,conventional,GrandRapids
2016-09-18,1.49,139511.61,1406.64,82346.79,50920.44,44436.27,conventional,GrandRapids
2016-09-11,1.58,136492.43,1710.59,76987.54,51708.9,46524.9,conventional,GrandRapids
2016-09-04,1.52,142913.72,2698.76,79726.85,52174.15,47210.76,conventional,GrandRapids
2016-08-28,1.45,143049.62,2477.85,68530.49,61296.33,54347.32,conventional,GrandRapids
2016-08-21,1.63,132894.77,2041.86,66472.24,45873.71,39617.39,conventional,GrandRapids
2016-08-14,1.53,147711.44,1835.81,61893.13,60320.67,49618.78,conventional,GrandRapids
2016-08-07,1.59,145207.86,2219.98,72545.05,51041.79,42209.88,conventional,GrandRapids
2016-07-31,1.6,142302.47,2218.73,78075.95,49895.57,44479.98,conventional,GrandRapids
2016-07-24,1.6,149002.57,2349.93,66146.5,54299.41,40486.7,conventional,GrandRapids
2016-07-17,1.58,146730.62,2136.76,69205.5,50498.18,38583.22,conventional,GrandRapids
2016-07-10,1.6,133747.66,1971.43,70502.43,39955.98,25889.86,conventional,GrandRapids
2016-07-03,1.49,159566.9,2334.7,79978.16,57233.66,42381.97,conventional,GrandRapids
2016-06-26,1.26,183547.1,2370.43,104539.76,61911.52,49679.16,conventional,GrandRapids
2016-06-19,1.26,216299.96,3034.67,130169.29,64097.19,49222.23,conventional,GrandRapids
2016-06-12,1.36,167703.13,3254.28,93760.09,68454.76,62658.2,conventional,GrandRapids
2016-05-22,1.31,151840.62,1949.63,84537.07,60367.57,50741.23,conventional,GrandRapids
2016-05-01,1.12,191903.31,1858.07,131194.43,55847.85,49040.43,conventional,GrandRapids
2016-04-24,1.07,181857.18,2001.47,113325.77,63441.57,55324.04,conventional,GrandRapids
2016-04-10,1.17,155143.97,2129.18,95776.95,53825.42,47307.77,conventional,GrandRapids
2016-04-03,1.1,156883.18,2410.14,97646.19,53592.69,47054.51,conventional,GrandRapids
2016-03-20,1.07,208712.19,2126.48,140410.18,61818.22,55984.2,conventional,GrandRapids
2016-03-13,1.15,149119.51,2180.17,91194.54,53137.07,43482.47,conventional,GrandRapids
2016-02-28,1.07,202356.13,2248.94,141141.8,53801.88,49889.74,conventional,GrandRapids
2016-02-21,1.16,142681.62,3581.34,93603.59,41428.98,36166.24,conventional,GrandRapids
2016-02-14,1.13,154975.46,3573.23,98244.04,39110.06,28771.2,conventional,GrandRapids
2016-01-31,1.13,182986.71,3588.83,126342.36,38114.1,29860.4,conventional,GrandRapids
2016-01-17,1.05,172166.36,3810.41,106814.67,56134.28,52363.98,conventional,GrandRapids
2016-01-10,1.17,160432.54,3614.64,110381.2,42515.51,38446.6,conventional,GrandRapids
2016-12-25,1.45,186180.0,28999.77,97383.52,58267.14,55674.38,conventional,HarrisburgScranton
2016-12-18,1.21,210917.45,25826.37,133480.1,51402.35,50217.77,conventional,HarrisburgScranton
2016-12-11,1.26,202600.72,27491.67,115422.37,59573.83,57170.42,conventional,HarrisburgScranton
2016-12-04,1.4,172416.11,27161.44,93528.53,51654.75,50780.22,conventional,HarrisburgScranton
2016-11-27,1.4,155286.15,26022.48,81008.09,48171.61,47430.94,conventional,HarrisburgScranton
2016-11-13,1.42,197920.72,39007.12,92584.51,66201.92,65222.61,conventional,HarrisburgScranton
2016-11-06,1.55,174837.42,40523.19,82049.79,52112.88,51326.63,conventional,HarrisburgScranton
2016-10-30,1.59,171652.4,35332.98,78894.91,57336.92,56958.76,conventional,HarrisburgScranton
2016-10-23,1.6,195809.34,35724.11,99575.79,60395.78,60146.33,conventional,HarrisburgScranton
2016-10-09,1.42,219089.52,43010.81,111487.02,64373.6,63388.04,conventional,HarrisburgScranton
2016-10-02,1.4,214726.86,42262.02,106682.04,65590.81,64688.8,conventional,HarrisburgScranton
2016-09-25,1.37,222019.37,68045.46,89410.32,64379.9,63530.59,conventional,HarrisburgScranton
2016-09-11,1.19,272611.45,108308.69,103071.11,61107.24,59029.37,conventional,HarrisburgScranton
2016-04-03,1.13,186673.69,36366.56,88833.96,61382.8,59419.89,conventional,HarrisburgScranton
2016-02-21,1.15,235440.15,33667.84,136616.59,64997.58,62779.7,conventional,HarrisburgScranton
2016-11-13,1.82,184928.64,3119.08,129123.05,52579.04,52391.67,conventional,HartfordSpringfield
2016-11-06,1.83,173620.97,3070.78,119662.41,50726.05,50160.37,conventional,HartfordSpringfield
2016-10-30,1.81,180113.35,2704.79,130995.75,46220.84,46140.97,conventional,HartfordSpringfield
2016-09-25,1.63,224391.93,42274.18,125999.46,55991.24,55353.12,conventional,HartfordSpringfield
2016-09-18,1.51,233869.17,37691.02,130354.21,65691.13,64310.17,conventional,HartfordSpringfield
2016-12-25,1.13,135848.61,9560.82,59100.87,65224.03,39632.2,conventional,Indianapolis
2016-12-18,1.19,122035.89,9114.0,56820.04,54127.92,33414.95,conventional,Indianapolis
2016-12-11,1.17,133480.18,10029.3,61398.63,59280.86,38874.39,conventional,Indianapolis
2016-12-04,1.18,144732.39,9441.16,70441.52,59705.84,34658.44,conventional,Indianapolis
2016-11-27,1.34,103728.7,8422.19,43655.05,50419.99,26198.63,conventional,Indianapolis
2016-11-20,1.29,124674.05,9062.48,52842.3,61251.87,28999.98,conventional,Indianapolis
2016-11-13,1.29,127579.36,8852.56,56481.59,60520.51,31532.27,conventional,Indianapolis
2016-11-06,1.37,126205.09,9100.1,55557.73,59969.03,30459.11,conventional,Indianapolis
2016-10-30,1.2,139574.84,9278.4,61450.22,67163.41,26068.96,conventional,Indianapolis
2016-10-23,1.31,142946.23,7986.6,65584.52,67155.19,28373.94,conventional,Indianapolis
2016-10-16,1.27,138921.48,10968.01,60049.75,65951.18,35703.64,conventional,Indianapolis
2016-10-09,1.2,143911.76,11357.01,61269.72,69111.17,36546.8,conventional,Indianapolis
2016-10-02,1.31,146709.18,14488.94,66598.01,63530.27,36081.38,conventional,Indianapolis
2016-09-25,1.39,150804.6,16855.29,68404.44,62987.8,37497.61,conventional,Indianapolis
2016-09-18,1.26,153211.68,16666.21,67688.59,66149.56,40788.78,conventional,Indianapolis
2016-09-11,1.29,157333.39,17414.42,70736.72,66047.33,44187.61,conventional,Indianapolis
2016-09-04,1.31,160672.02,17530.05,75640.39,64248.89,47772.68,conventional,Indianapolis
2016-08-28,1.27,167401.86,13732.36,78138.81,72728.68,49838.22,conventional,Indianapolis
2016-08-21,1.3,160968.73,15022.11,73966.5,68574.47,44089.82,conventional,Indianapolis
2016-08-14,1.27,169421.1,15863.47,79507.42,69794.85,39950.23,conventional,Indianapolis
2016-08-07,1.33,163338.94,20926.28,77899.46,58771.45,36453.98,conventional,Indianapolis
2016-07-31,1.27,159573.77,16079.16,80211.44,57005.96,34005.49,conventional,Indianapolis
2016-07-24,1.2,178389.87,14627.32,82110.02,71766.02,37248.18,conventional,Indianapolis
2016-07-17,1.08,195710.39,15914.63,93315.97,77052.47,39495.08,conventional,Indianapolis
2016-07-10,1.12,191786.29,15126.45,96588.25,70540.76,39858.04,conventional,Indianapolis
2016-07-03,1.1,205562.64,15757.59,97347.96,83304.4,47612.13,conventional,Indianapolis
2016-06-26,1.15,183555.06,14452.83,90386.24,63686.28,41778.41,conventional,Indianapolis
2016-06-19,1.13,193533.04,17469.3,91178.24,65841.38,34458.27,conventional,Indianapolis
2016-06-12,1.12,186723.32,19442.51,89225.97,58939.77,39160.04,conventional,Indianapolis
2016-06-05,1.05,208086.58,16444.14,100386.68,69362.61,39935.76,conventional,Indianapolis
2016-05-29,1.01,210386.61,13152.88,109784.28,74953.72,47279.19,conventional,Indianapolis
2016-05-22,0.87,214847.19,10857.82,105336.69,80833.0,46352.36,conventional,Indianapolis
2016-05-15,0.88,212806.58,11249.01,98565.23,79486.66,46726.38,conventional,Indianapolis
2016-05-08,0.93,228601.39,17356.36,106300.33,86105.83,54973.21,conventional,Indianapolis
2016-05-01,0.92,207488.02,16727.66,106590.22,72098.68,43567.48,conventional,Indianapolis
2016-04-24,0.95,217736.25,12802.85,116190.57,66499.09,32258.42,conventional,Indianapolis
2016-04-17,0.97,218237.53,15361.33,113832.99,64789.93,27683.11,conventional,Indianapolis
2016-04-10,1.07,168009.21,15421.4,84833.75,56628.87,29065.55,conventional,Indianapolis
2016-04-03,0.99,154098.59,13073.15,73683.93,52832.41,23047.8,conventional,Indianapolis
2016-03-27,0.99,195373.94,10457.51,103261.69,58411.98,26546.73,conventional,Indianapolis
2016-03-20,1.12,168886.56,12095.89,91015.53,48950.47,27044.14,conventional,Indianapolis
2016-03-13,1.03,179067.02,11923.34,97729.32,51700.53,28612.6,conventional,Indianapolis
2016-03-06,0.96,208283.71,11773.3,116609.91,55269.81,26420.61,conventional,Indianapolis
2016-02-28,0.99,188077.25,11031.35,107091.35,53212.38,26221.88,conventional,Indianapolis
2016-02-21,1.03,153498.43,10806.76,91309.12,42490.06,23611.07,conventional,Indianapolis
2016-02-14,0.83,219871.64,13525.56,133956.97,56767.53,27240.38,conventional,Indianapolis
2016-01-31,0.98,175610.18,8329.28,102864.26,42036.06,20098.49,conventional,Indianapolis
2016-01-24,0.93,168035.39,1803.73,93613.73,49594.46,23374.52,conventional,Indianapolis
2016-01-17,0.97,171404.92,5231.37,105606.63,48123.72,26459.05,conventional,Indianapolis
2016-01-10,1.0,173238.2,4590.25,101117.07,49076.02,25431.42,conventional,Indianapolis
2016-01-03,0.95,184669.77,5974.1,109973.31,42882.96,15993.65,conventional,Indianapolis
2016-12-25,0.81,187804.02,70779.81,31213.64,85602.33,30893.35,conventional,Jacksonville
2016-12-18,0.84,162502.3,49886.69,27329.12,85182.32,26270.21,conventional,Jacksonville
2016-12-11,1.17,116052.47,33585.82,18098.36,64241.36,27971.11,conventional,Jacksonville
2016-12-04,0.89,206009.55,63726.26,35344.04,106806.67,33108.76,conventional,Jacksonville
2016-11-27,1.36,111672.0,32944.9,18661.82,59970.73,19808.01,conventional,Jacksonville
2016-11-20,1.36,117495.72,35506.8,19385.22,62411.5,22359.45,conventional,Jacksonville
2016-11-13,1.31,140702.87,51958.36,22430.56,66101.0,26430.57,conventional,Jacksonville
2016-11-06,1.41,127895.28,43990.0,21710.64,61904.85,16137.03,conventional,Jacksonville
2016-10-30,1.41,115122.47,38168.39,20158.77,56588.47,13461.45,conventional,Jacksonville
2016-10-23,1.35,119840.12,42784.97,22755.49,54087.47,11698.99,conventional,Jacksonville
2016-10-16,1.12,157329.41,48624.65,36096.39,72380.14,11681.16,conventional,Jacksonville
2016-10-09,1.31,135520.48,43060.49,35355.69,56960.37,16656.5,conventional,Jacksonville
2016-10-02,1.31,159576.97,54429.42,29513.01,75540.71,23304.77,conventional,Jacksonville
2016-09-25,1.26,158194.1,58289.9,21092.67,78666.12,29683.13,conventional,Jacksonville
2016-09-18,1.05,175928.62,72171.22,27540.24,76132.94,23455.33,conventional,Jacksonville
2016-09-11,1.1,150295.99,70095.71,23109.94,56941.52,22375.81,conventional,Jacksonville
2016-09-04,0.94,239246.03,128269.25,34369.64,76448.84,29049.1,conventional,Jacksonville
2016-08-28,1.14,177300.14,90634.98,32154.69,54397.34,29304.03,conventional,Jacksonville
2016-08-21,1.11,189700.13,90679.27,36441.11,62390.82,34193.62,conventional,Jacksonville
2016-08-14,1.11,206617.11,98779.51,43133.24,64486.48,22538.59,conventional,Jacksonville
2016-08-07,1.23,151751.97,70054.07,30914.44,50452.38,21944.34,conventional,Jacksonville
2016-07-31,1.23,152777.16,67403.11,31854.3,53079.47,25243.34,conventional,Jacksonville
2016-07-24,1.21,156316.92,69899.17,39377.77,46546.41,21263.41,conventional,Jacksonville
2016-07-17,1.22,165453.6,77112.26,34464.53,53463.51,25220.88,conventional,Jacksonville
2016-07-10,1.19,164680.49,78117.56,34028.17,51854.32,26529.02,conventional,Jacksonville
2016-07-03,0.93,272150.68,137102.4,48698.98,85214.59,37396.58,conventional,Jacksonville
2016-06-26,1.19,159128.77,75055.08,31811.71,51513.13,24644.39,conventional,Jacksonville
2016-06-19,0.94,226775.36,115507.75,41557.3,68201.62,23712.12,conventional,Jacksonville
2016-06-12,1.2,151428.59,75763.72,28484.78,46197.38,20061.78,conventional,Jacksonville
2016-06-05,0.95,221144.08,124676.22,32124.3,63559.36,19483.21,conventional,Jacksonville
2016-05-29,0.92,242168.85,141300.92,36410.66,63475.29,22104.57,conventional,Jacksonville
2016-05-22,1.17,160652.39,83011.39,27437.92,49846.53,20619.97,conventional,Jacksonville
2016-05-15,0.79,257370.46,98256.73,59901.5,98936.64,19409.71,conventional,Jacksonville
2016-05-08,0.8,224519.56,113354.85,34526.39,76357.84,30053.56,conventional,Jacksonville
2016-04-24,0.8,267225.58,104786.41,61113.12,101191.7,21102.41,conventional,Jacksonville
2016-04-17,1.0,184827.45,88552.52,31279.51,64810.05,23218.07,conventional,Jacksonville
2016-04-10,0.8,261081.39,106314.87,54201.27,100368.94,19744.98,conventional,Jacksonville
2016-04-03,1.01,181662.16,84765.99,27201.22,69545.34,27121.05,conventional,Jacksonville
2016-03-27,1.06,158322.64,70255.18,27911.77,59753.37,19304.31,conventional,Jacksonville
2016-03-20,1.07,140301.04,59970.41,26015.08,54046.34,19113.11,conventional,Jacksonville
2016-03-13,0.81,241653.71,103139.77,47856.7,90340.85,18010.95,conventional,Jacksonville
2016-03-06,1.06,155654.59,71185.02,26487.57,57478.62,17429.08,conventional,Jacksonville
2016-02-28,0.77,253489.72,108080.92,43494.21,101696.85,23364.69,conventional,Jacksonville
2016-02-21,1.01,141335.89,63676.54,22329.28,55118.42,18439.32,conventional,Jacksonville
2016-02-14,0.95,151724.07,74835.5,23877.54,52633.55,20566.26,conventional,Jacksonville
2016-01-31,1.04,151247.03,76816.44,21968.91,52205.58,21691.82,conventional,Jacksonville
2016-01-24,0.93,192194.31,116713.78,18557.48,56449.98,27533.11,conventional,Jacksonville
2016-01-17,1.21,118230.86,73496.53,9811.14,34620.94,21732.66,conventional,Jacksonville
2016-01-10,0.95,181584.67,122360.29,10625.3,48326.02,20677.59,conventional,Jacksonville
2016-01-03,1.09,148599.47,103296.4,8714.57,36100.97,20713.33,conventional,Jacksonville
2016-11-27,0.86,255656.46,104641.27,41992.71,104165.11,44172.65,conventional,LasVegas
2016-11-20,1.12,237141.08,94282.84,29776.1,107473.92,54759.06,conventional,LasVegas
2016-11-13,1.1,259546.55,114475.73,32698.74,105689.08,51797.1,conventional,LasVegas
2016-11-06,1.2,225301.45,84137.66,29997.69,102969.69,52182.56,conventional,LasVegas
2016-10-30,1.16,223089.05,79018.69,31778.97,105133.7,42630.66,conventional,LasVegas
2016-10-02,1.22,246512.99,93430.04,45096.89,102109.38,58716.07,conventional,LasVegas
2016-09-25,1.2,242299.74,98373.06,44921.8,93098.13,51564.99,conventional,LasVegas
2016-09-18,1.12,278479.43,117939.47,57221.4,97999.81,38957.13,conventional,LasVegas
2016-08-28,1.03,288423.36,123739.64,56927.33,101564.24,55035.02,conventional,LasVegas
2016-08-21,1.0,302708.43,141809.13,50486.5,104576.72,60675.79,conventional,LasVegas
2016-08-14,1.08,295535.64,129727.7,53954.55,104855.59,63416.1,conventional,LasVegas
2016-08-07,1.11,311533.3,144862.85,57549.16,102058.28,64258.99,conventional,LasVegas
2016-07-31,1.17,284566.03,125462.8,54745.0,97037.84,59985.62,conventional,LasVegas
2016-06-12,0.94,348022.24,146589.28,75379.07,107911.98,62277.55,conventional,LasVegas
2016-05-22,0.93,318913.34,122331.83,89286.71,92121.46,37169.82,conventional,LasVegas
2016-05-15,0.86,317621.52,131370.13,107124.85,77658.28,41031.25,conventional,LasVegas
2016-04-24,0.83,359872.46,125412.66,120811.35,105547.31,45051.61,conventional,LasVegas
2016-03-20,0.82,332283.27,127949.65,116701.74,73999.71,36410.06,conventional,LasVegas
2016-03-13,0.79,344613.01,130879.58,109512.41,97396.92,41534.49,conventional,LasVegas
2016-03-06,0.91,311402.83,139919.03,86200.19,78473.92,51367.6,conventional,LasVegas
2016-02-28,0.86,316563.55,122523.18,98920.9,80667.2,43897.31,conventional,LasVegas
2016-02-21,0.83,337403.05,121214.86,124295.71,85444.54,40526.02,conventional,LasVegas
2016-02-14,0.79,371467.52,144507.48,110749.56,108879.52,47967.47,conventional,LasVegas
2016-01-31,0.92,285052.11,117236.18,87109.87,66196.35,48986.42,conventional,LasVegas
2016-01-24,1.08,158978.46,9727.38,81835.15,61274.54,44326.23,conventional,LasVegas
2016-01-17,0.88,289298.37,108072.15,98543.78,70185.24,42600.76,conventional,LasVegas
2016-01-10,0.83,309217.44,118958.86,110549.87,73575.08,40601.67,conventional,LasVegas
2016-01-03,0.8,332971.8,103710.64,138142.95,75612.72,36619.05,conventional,LasVegas
2016-12-25,1.01,81833.86,1337.84,35234.67,45081.61,16333.36,conventional,Louisville
2016-12-18,1.1,67720.14,1247.68,33646.11,32392.82,13133.96,conventional,Louisville
2016-12-11,0.79,105228.6,1367.94,44377.9,59340.39,11915.91,conventional,Louisville
2016-12-04,0.83,127200.91,1234.09,60677.07,64624.96,11670.33,conventional,Louisville
2016-11-27,1.26,57765.51,1047.06,26662.61,29914.55,10325.65,conventional,Louisville
2016-11-20,1.43,59210.76,1429.11,29056.73,28565.6,11694.68,conventional,Louisville
2016-11-13,1.34,64958.65,1469.38,30443.81,32830.33,11501.96,conventional,Louisville
2016-11-06,1.27,70881.52,1606.9,34663.27,34375.02,9517.5,conventional,Louisville
2016-10-30,1.28,70137.79,1769.84,35446.19,32759.59,7816.19,conventional,Louisville
2016-10-23,1.23,75593.36,1616.09,37427.37,36235.03,10839.29,conventional,Louisville
2016-10-16,1.1,81707.99,1538.97,37516.02,42370.56,11941.35,conventional,Louisville
2016-10-09,1.15,78262.36,1705.62,36812.98,39414.77,11916.09,conventional,Louisville
2016-10-02,1.24,75004.32,1351.94,37151.83,36013.49,12611.79,conventional,Louisville
2016-09-25,1.37,75513.07,1967.21,41728.53,31403.9,13833.11,conventional,Louisville
2016-09-18,1.26,87633.41,2114.94,48962.95,35990.23,13498.21,conventional,Louisville
2016-09-11,1.21,90086.4,3359.11,51733.48,34359.07,13618.85,conventional,Louisville
2016-09-04,1.11,82940.98,2682.05,45780.53,33709.14,14894.92,conventional,Louisville
2016-08-28,1.13,82663.2,1887.97,48991.99,31168.69,15323.61,conventional,Louisville
2016-08-21,1.16,89370.33,1980.35,50039.9,36614.37,16968.15,conventional,Louisville
2016-08-14,1.25,85551.19,2056.05,54112.88,28610.14,17081.33,conventional,Louisville
2016-08-07,1.3,80997.55,3573.85,53453.99,22911.49,13895.19,conventional,Louisville
2016-07-31,1.24,86030.88,2355.37,53669.84,28860.8,13632.0,conventional,Louisville
2016-07-24,1.19,95001.32,2352.49,57404.0,33248.98,15345.04,conventional,Louisville
2016-07-17,1.13,101963.67,2414.28,60191.48,37247.17,14971.4,conventional,Louisville
2016-07-10,1.15,94591.67,2784.81,62213.99,27508.84,15928.78,conventional,Louisville
2016-07-03,1.0,106600.14,2398.42,64636.42,37754.75,18047.85,conventional,Louisville
2016-06-26,1.06,98077.6,2762.38,56614.79,35166.16,16663.76,conventional,Louisville
2016-06-19,1.09,98289.94,2648.74,54424.22,36192.16,13083.05,conventional,Louisville
2016-06-12,1.16,84926.73,5365.6,50561.08,26504.44,14528.1,conventional,Louisville
2016-06-05,1.09,99179.74,2153.72,56150.97,30981.67,15423.24,conventional,Louisville
2016-05-29,0.99,109060.73,2052.33,71648.43,32892.46,14675.3,conventional,Louisville
2016-05-22,0.91,113794.41,2002.85,77719.29,31828.7,13628.45,conventional,Louisville
2016-05-15,0.86,106278.64,2286.09,62308.98,34845.87,12021.77,conventional,Louisville
2016-05-08,0.86,139475.75,2523.81,87801.48,42225.16,12978.51,conventional,Louisville
2016-05-01,0.88,128108.76,2499.44,81916.36,39768.49,12605.87,conventional,Louisville
2016-04-24,0.93,92553.22,2116.01,55939.9,30678.2,14568.44,conventional,Louisville
2016-04-17,0.92,95475.44,2120.86,55695.58,27960.01,12091.67,conventional,Louisville
2016-04-10,0.9,83504.74,1824.57,49692.01,29025.84,12371.06,conventional,Louisville
2016-04-03,0.85,91459.57,2091.16,52626.19,32843.31,9614.81,conventional,Louisville
2016-03-27,0.89,120080.36,1969.51,74446.68,37475.35,12424.3,conventional,Louisville
2016-03-20,0.95,123442.1,1893.15,76888.63,38294.49,12950.94,conventional,Louisville
2016-03-13,1.07,79810.59,1951.19,47340.88,27302.26,12899.12,conventional,Louisville
2016-03-06,1.02,88102.95,2028.6,49580.73,27495.46,12369.98,conventional,Louisville
2016-02-28,0.94,102196.72,2152.34,63256.87,30991.73,11801.35,conventional,Louisville
2016-02-21,0.86,114817.03,2368.19,75573.8,34589.25,10663.72,conventional,Louisville
2016-02-14,0.86,124650.69,2921.35,81575.81,36286.13,12729.87,conventional,Louisville
2016-02-07,0.85,148704.27,2805.31,98136.23,37569.11,12782.1,conventional,Louisville
2016-01-31,0.92,101620.12,2539.14,70021.38,24284.78,10918.75,conventional,Louisville
2016-01-24,0.89,120304.63,1672.67,72603.22,36340.25,14236.98,conventional,Louisville
2016-01-17,0.9,83687.48,2202.61,48151.24,30531.83,14859.65,conventional,Louisville
2016-01-10,0.89,99956.44,2088.41,63265.58,32007.63,14248.08,conventional,Louisville
2016-01-03,0.88,116363.51,2673.33,73869.01,33519.79,11090.3,conventional,Louisville
2016-12-18,0.92,158024.16,66411.85,16272.07,75236.16,57450.73,conventional,Nashville
2016-12-04,0.96,189526.37,82751.98,20042.35,85878.24,60604.33,conventional,Nashville
2016-11-27,1.24,129937.75,50379.42,12290.64,67090.48,55387.15,conventional,Nashville
2016-11-20,1.33,131605.7,53849.43,12277.03,65380.39,54104.45,conventional,Nashville
2016-11-13,1.39,141387.19,59293.41,13161.11,68750.89,56865.21,conventional,Nashville
2016-11-06,1.31,146936.93,66594.58,13756.62,66459.21,54846.72,conventional,Nashville
2016-10-30,1.18,151715.9,65786.54,17343.11,68420.42,54539.04,conventional,Nashville
2016-10-23,1.19,163017.85,66511.98,28375.72,68004.58,57360.66,conventional,Nashville
2016-10-16,1.06,177609.17,78566.29,21640.42,77169.0,56615.71,conventional,Nashville
2016-10-09,1.2,156477.24,77153.68,15555.1,63640.56,41727.3,conventional,Nashville
2016-10-02,1.15,172755.25,76163.23,15615.55,80890.73,63579.82,conventional,Nashville
2016-09-25,1.16,174768.99,79738.2,20581.3,74261.25,59330.89,conventional,Nashville
2016-09-18,1.01,191359.67,98830.01,16914.64,75534.23,55278.01,conventional,Nashville
2016-08-28,1.09,172757.72,104278.59,12600.77,55531.02,52255.66,conventional,Nashville
2016-08-21,1.09,184733.93,102330.82,15916.71,66292.45,62586.96,conventional,Nashville
2016-08-07,1.12,188016.6,95351.73,25466.1,67037.43,46061.04,conventional,Nashville
2016-07-31,1.1,186520.46,88436.32,29435.66,68397.88,58584.96,conventional,Nashville
2016-07-24,1.07,191727.48,87692.81,31317.01,72462.02,59470.62,conventional,Nashville
2016-07-17,1.07,196773.62,90032.0,33912.54,72608.84,63132.79,conventional,Nashville
2016-07-10,1.0,198240.02,88754.1,37966.33,71199.18,51675.19,conventional,Nashville
2016-06-26,0.98,195471.62,100031.56,25602.81,69593.43,60658.88,conventional,Nashville
2016-06-19,0.89,232084.2,135024.7,19715.89,76906.66,62256.8,conventional,Nashville
2016-06-12,0.97,190921.36,119783.13,12815.76,57417.44,46174.86,conventional,Nashville
2016-06-05,0.88,223368.78,136409.36,17532.4,68699.49,52919.87,conventional,Nashville
2016-05-29,0.87,238624.36,144140.44,21273.82,72216.84,56072.86,conventional,Nashville
2016-05-22,0.92,204128.5,115616.52,18839.88,68959.49,56097.72,conventional,Nashville
2016-05-15,0.81,219615.86,103729.74,31344.62,83565.81,55828.84,conventional,Nashville
2016-05-08,0.88,212720.44,114895.39,26341.65,70737.5,51755.7,conventional,Nashville
2016-05-01,0.81,237679.37,117137.23,37442.51,81673.64,49536.04,conventional,Nashville
2016-04-24,0.81,233759.31,111614.9,33820.97,86849.16,60106.84,conventional,Nashville
2016-04-17,0.9,178369.19,96001.31,23421.52,57747.29,40772.11,conventional,Nashville
2016-04-10,0.82,206829.38,98423.23,31061.97,74271.15,43662.04,conventional,Nashville
2016-04-03,0.95,165587.67,94345.14,19391.21,45383.94,26413.15,conventional,Nashville
2016-03-27,0.93,171568.47,98386.62,20112.88,46695.29,33537.98,conventional,Nashville
2016-03-20,0.93,179305.81,100108.05,21586.77,51075.93,35369.01,conventional,Nashville
2016-03-13,0.87,188478.21,91631.74,32085.32,58795.31,27726.02,conventional,Nashville
2016-03-06,0.97,159755.26,87362.97,20762.36,45660.03,29901.71,conventional,Nashville
2016-02-28,0.88,190263.02,99189.75,31558.82,52479.92,27927.65,conventional,Nashville
2016-02-21,0.94,182025.3,101831.21,25448.04,45227.18,33528.15,conventional,Nashville
2016-02-14,0.88,203205.09,103368.34,42830.57,48378.98,32189.53,conventional,Nashville
2016-02-07,0.77,268608.69,124530.37,59611.16,76708.08,39458.27,conventional,Nashville
2016-01-31,0.95,173689.71,90482.99,33297.46,41896.53,27523.08,conventional,Nashville
2016-01-24,0.87,167159.24,78105.34,33125.0,49631.42,25723.5,conventional,Nashville
2016-01-17,0.95,181360.74,98888.27,30227.7,45817.14,32109.79,conventional,Nashville
2016-01-10,0.9,212752.83,123086.83,29886.44,52199.69,31952.8,conventional,Nashville
2016-01-03,0.98,185316.35,131286.47,11153.76,35180.88,26143.71,conventional,Nashville
2016-12-25,0.94,225497.02,117054.55,23166.27,85017.6,59964.43,conventional,NewOrleansMobile
2016-12-18,1.08,183103.22,83700.37,21081.99,77890.86,51001.13,conventional,NewOrleansMobile
2016-12-11,1.21,177582.49,89506.41,18892.4,68978.68,53845.72,conventional,NewOrleansMobile
2016-12-04,1.05,253241.58,143482.91,24486.13,85152.54,62849.94,conventional,NewOrleansMobile
2016-11-27,1.38,148538.06,76603.69,17900.83,53983.54,40901.98,conventional,NewOrleansMobile
2016-11-20,1.35,167233.36,86431.23,23609.67,57141.46,44174.88,conventional,NewOrleansMobile
2016-11-13,1.26,225721.51,133593.96,30401.95,61622.69,45125.04,conventional,NewOrleansMobile
2016-11-06,1.49,183542.31,98949.98,22891.61,61605.72,43571.99,conventional,NewOrleansMobile
2016-10-30,1.48,163510.83,71230.82,22081.11,69825.32,43587.37,conventional,NewOrleansMobile
2016-10-23,1.44,203438.23,102352.79,30817.32,70023.12,50403.63,conventional,NewOrleansMobile
2016-10-16,1.36,222712.89,112346.71,27293.53,82570.74,54473.06,conventional,NewOrleansMobile
2016-10-09,1.25,233898.8,114410.24,41719.96,77366.69,49871.41,conventional,NewOrleansMobile
2016-10-02,1.29,214690.77,108880.32,32258.23,73213.53,51156.36,conventional,NewOrleansMobile
2016-09-25,1.19,264726.41,141795.96,34973.15,87064.97,58016.11,conventional,NewOrleansMobile
2016-09-18,1.18,244913.97,126047.18,32908.26,85510.74,58161.71,conventional,NewOrleansMobile
2016-09-11,1.13,250492.62,141311.03,37594.59,71334.1,58389.81,conventional,NewOrleansMobile
2016-08-14,1.11,265537.57,148300.05,48204.73,68842.93,52182.75,conventional,NewOrleansMobile
2016-07-31,1.2,254878.35,141489.27,39957.26,73192.73,58784.17,conventional,NewOrleansMobile
